candidateId,productName,brand,model,category,price,currency,priceStatus,priceType,sourceName,sourceUrl,checkedAt,confidence,notes
IMG-PROD-00564,"oppo a74 6gb128gb 3xPgHrMUE0 medium","OPPO","a74  3xPgHrMUE0 medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00565,"oppo f11 64gb TKBrKAqYXG medium","OPPO","f11  TKBrKAqYXG medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00566,"oppo reno 4 4g 8gb128gb yebayjnt3i medium","OPPO","reno 4 4g  yebayjnt3i medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00567,"oppo reno 6 5g 8gb128gb wNu66bpYCS medium","OPPO","reno 6 5g  wNu66bpYCS medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00568,"oppo reno5 8gb128gb 4L06tNF9Su medium","OPPO","reno5  4L06tNF9Su medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00569,"oppo reno5 f 8gb128gb J8l6BRFCiw medium","OPPO","reno5 f  J8l6BRFCiw medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00570,"oppoa16ea medium","OPPO","a16ea medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00571,"oppoa16ka medium","OPPO","a16ka medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00572,"oppoa1proa medium","OPPO","a1proa medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00573,"oppoa55s5ga medium","OPPO","a55s5ga medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00574,"oppoa56sb medium","OPPO","a56sb medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00575,"oppoa575gc medium","OPPO","a575gc medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00576,"oppoa775g medium","OPPO","a775g medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00577,"oppoa97kenya medium","OPPO","a97kenya medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00578,"oppofindx5d medium","OPPO","findx5d medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00579,"oppofindx5prof medium","OPPO","findx5prof medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00580,"oppok10a medium","OPPO","k10a medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00581,"opporeno7lite medium","OPPO","reno7lite medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00582,"opporeno7pro5gd medium","OPPO","reno7pro5gd medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00583,"opporeno7seb medium","OPPO","reno7seb medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00584,"opporeno7z5gb medium","OPPO","reno7z5gb medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00585,"opporeno8lite medium","OPPO","reno8lite medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00586,"opporeno8pro5gd medium","OPPO","reno8pro5gd medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00587,"opporeno8proplusc medium","OPPO","reno8proplusc medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00588,"opporeno8z medium","OPPO","reno8z medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00589,"opporeno9b medium","OPPO","reno9b medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00590,"opporeno9proa medium","OPPO","reno9proa medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00591,"opporeno9proplusc medium","OPPO","reno9proplusc medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00592,"oppo a12 3gb32gb JcYfdURp58 medium","OPPO","a12  JcYfdURp58 medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00593,"oppo a1k 2gb32gb JYQ0V5o50G medium","OPPO","a1k  JYQ0V5o50G medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00594,"oppo a31 pro 4gb128gb J4vRQTj827 medium","OPPO","a31 pro  J4vRQTj827 medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00595,"oppo a33 2020 3gb32gb lGVCVEDmze medium","OPPO","a33 2020  lGVCVEDmze medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00596,"oppo a37 X57Rx6aDc0 medium","OPPO","a37 X57Rx6aDc0 medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00597,"oppo a3s D2NG9TNQ9m medium","OPPO","a3s D2NG9TNQ9m medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00598,"oppo a53 4gb64gb vRLUOFgzDF medium","OPPO","a53  vRLUOFgzDF medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00599,"oppo a53 6gb128gb ADWVDo4NX5 medium","OPPO","a53  ADWVDo4NX5 medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00600,"oppo a53s 4gb128gb ET12n2b72U medium","OPPO","a53s  ET12n2b72U medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00601,"oppo a73 2020 6gb128gb rnUYFb7gcS medium","OPPO","a73 2020  rnUYFb7gcS medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00602,"oppo a73 5g 8gb128gb 0h7XFZwMrR medium","OPPO","a73 5g  0h7XFZwMrR medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00603,"oppo a92 8gb128gb wkDLx233Qx medium","OPPO","a92  wkDLx233Qx medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00604,"oppo a93 8gb128gb cYBKjG0qh3 medium","OPPO","a93  cYBKjG0qh3 medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00605,"oppo f19 6gb128gb Jg1Qz78dR1 medium","OPPO","f19  Jg1Qz78dR1 medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00606,"oppo f19 pro 8gb128gb rQiDn5bZKA medium","OPPO","f19 pro  rQiDn5bZKA medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00607,"oppo find x3 lite 8gb128gb ZTkldjEEDG medium","OPPO","find x3 lite  ZTkldjEEDG medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00608,"oppo find x3 neo 12gb256gb Vl4pQFoMsL medium","OPPO","find x3 neo  Vl4pQFoMsL medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00609,"oppo find x3 pro 8gb256gb vpAZkCdjZ2 medium","OPPO","find x3 pro  vpAZkCdjZ2 medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00610,"oppo reno 4 lite 8gb128gb 7y26lrCqbX medium","OPPO","reno 4 lite  7y26lrCqbX medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00611,"oppo reno 4 pro 5g 12gb256gb v0g3UB34uO medium","OPPO","reno 4 pro 5g  v0g3UB34uO medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00612,"oppo reno 4 se 8gb128gb 2nZA54bChW medium","OPPO","reno 4 se  2nZA54bChW medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00613,"oppo reno 6 8gb128gb W2kQKdM1um medium","OPPO","reno 6  W2kQKdM1um medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00614,"oppo reno4 f 8gb128gb 8nIHNkUsKf medium","OPPO","reno4 f  8nIHNkUsKf medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00615,"oppo reno5 5g 8gb128gb Z0WtQtnYFv medium","OPPO","reno5 5g  Z0WtQtnYFv medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00616,"oppo reno5 pro 8gb128gb gCxv5wVpGm medium","OPPO","reno5 pro  gCxv5wVpGm medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00617,"oppoa11sa medium","OPPO","a11sa medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00618,"oppoa35a medium","OPPO","a35a medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00619,"oppoa36b medium","OPPO","a36b medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00620,"oppoa54sa medium","OPPO","a54sa medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00621,"oppoa565gd medium","OPPO","a565gd medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00622,"oppof19sa medium","OPPO","f19sa medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00623,"oppofindnb medium","OPPO","findnb medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00624,"oppok9sa medium","OPPO","k9sa medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00625,"opporeno6liteb medium","OPPO","reno6liteb medium","Smartphones",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00626,"43x75ka medium","","43x75ka medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00627,"55a80ja medium","","55a80ja medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00628,"55x75ka medium","","55x75ka medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00629,"55x80ja medium","","55x80ja medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00630,"55x85ja medium","","55x85ja medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00631,"55x90ja medium","","55x90ja medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00632,"65a80ja medium","","65a80ja medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00633,"65x75ka medium","","65x75ka medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00634,"65x80ja medium","","65x80ja medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00635,"65x85ja medium","","65x85ja medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00636,"65x90ja medium","","65x90ja medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00637,"75x80ja medium","","75x80ja medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00638,"75x85ja medium","","75x85ja medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00639,"75x90ja medium","","75x90ja medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00640,"infinix tv s1 43 inch full hd smart UOZipv6v5C medium","Infinix","tv s1  full hd smart UOZipv6v5C medium","TVs",27999,KES,VERIFIED,EXACT_MODEL_PRICE,"Jumia Kenya","https://www.jumia.co.ke/infinix/",2026-08-20,HIGH,"Infinix 43-inch Full HD Smart Android TV"
IMG-PROD-00641,"infinix tv s1 55 inch 4k smart UoUt3mfYKL medium","Infinix","tv s1  4k smart UoUt3mfYKL medium","TVs",52999,KES,VERIFIED,EXACT_MODEL_PRICE,"Jumia Kenya","https://www.jumia.co.ke/infinix/",2026-08-20,HIGH,"Infinix S1 55-inch 4K Smart Android TV"
IMG-PROD-00642,"infinix tv x1 32 inch hd smart gIJOMDNnYV medium","Infinix","tv x1  hd smart gIJOMDNnYV medium","TVs",15999,KES,VERIFIED,EXACT_MODEL_PRICE,"Jumia Kenya","https://www.jumia.co.ke/infinix/",2026-08-20,HIGH,"Infinix X1 32-inch Smart Android TV"
IMG-PROD-00643,"infinix tv x1 43 inch full hd smart pPVoC9A8iU medium","Infinix","tv x1  full hd smart pPVoC9A8iU medium","TVs",27999,KES,VERIFIED,EXACT_MODEL_PRICE,"Jumia Kenya","https://www.jumia.co.ke/infinix/",2026-08-20,HIGH,"Infinix 43-inch Full HD Smart Android TV"
IMG-PROD-00644,"itel tv a321 32 inch hd BHsrI4krGr medium","itel","tv a321  hd BHsrI4krGr medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00645,"itel tv a431 43 inch full hd l4pb6hDDh9 medium","itel","tv a431  full hd l4pb6hDDh9 medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00646,"itel tv i551 55 inch 4k smart Da0M5rPH71 medium","itel","tv i551  4k smart Da0M5rPH71 medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00647,"itel tv l321 32 inch hd smart GBpHy9D5fO medium","itel","tv l321  hd smart GBpHy9D5fO medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00648,"itel tv l431 43 inch 4k smart QFPATn6epE medium","itel","tv l431  4k smart QFPATn6epE medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00649,"itel tv l431 43 inch full hd smart akAfHXrn0G medium","itel","tv l431  full hd smart akAfHXrn0G medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00650,"itel tv s241 24 inch hd jOlnCJPVhy medium","itel","tv s241  hd jOlnCJPVhy medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00651,"itel tv s321 32 inch hd 0D2rc5K1At medium","itel","tv s321  hd 0D2rc5K1At medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00652,"itel tv s431 43 inch full hd HKh04HQWpW medium","itel","tv s431  full hd HKh04HQWpW medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00653,"itel tv s501 50 inch full hd FuWE6DhOAr medium","itel","tv s501  full hd FuWE6DhOAr medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00654,"lg 43lh549v 43 inch full hd led EWwPAS757T medium","LG","43lh549v  full hd led EWwPAS757T medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00655,"lg 43lm6300 43 inch full hd smart webos fzS4LxtqlL medium","LG","43lm6300  full hd smart webos fzS4LxtqlL medium","TVs",36995,KES,VERIFIED,EXACT_MODEL_PRICE,"Hotpoint Appliances Kenya","https://hotpoint.co.ke/",2026-08-20,HIGH,"LG 43LM6300 43-inch Full HD Smart webOS TV"
IMG-PROD-00656,"lg 43uh651 43 inch 4k ultra hd smart MXdfr83E8V medium","LG","43uh651  4k ultra hd smart MXdfr83E8V medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00657,"lg 43un7100 43 inch 4k smart webos vjlxQAsUzP medium","LG","43un7100  4k smart webos vjlxQAsUzP medium","TVs",39995,KES,VERIFIED,EXACT_MODEL_PRICE,"Hotpoint Appliances Kenya","https://hotpoint.co.ke/",2026-08-20,HIGH,"LG 43UN7100 43-inch 4K UHD Smart TV"
IMG-PROD-00658,"lg 49uj634 49 inch 4k ultra hd smart eJQFARuGrO medium","LG","49uj634  4k ultra hd smart eJQFARuGrO medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00659,"lg 55lh545v 55 inch full hd GKfvupLxbJ medium","LG","55lh545v  full hd GKfvupLxbJ medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00660,"lg 55uh603v 55 inch 4k ultra hd smart P5h6jPc1hk medium","LG","55uh603v  4k ultra hd smart P5h6jPc1hk medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00661,"lg 60uh750v 60 inch 4k ultra hd smart RE0GQfqiv0 medium","LG","60uh750v  4k ultra hd smart RE0GQfqiv0 medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00662,"lg 65uh603v 65 inch 4k ultra hd smart 0HJhsR8Bk7 medium","LG","65uh603v  4k ultra hd smart 0HJhsR8Bk7 medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00663,"lg 65uh654v 65 inch 4k ultra hd ips smart DrAyPRxNqX medium","LG","65uh654v  4k ultra hd ips smart DrAyPRxNqX medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00664,"lg 65uh850 65 inch 4k ultra hd 3d smart dGy0bI8Rav medium","LG","65uh850  4k ultra hd 3d smart dGy0bI8Rav medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00665,"lg 65uh950v 65 inch 4k ultra hd ips 3d smart q98dzFCYMU medium","LG","65uh950v  4k ultra hd ips 3d smart q98dzFCYMU medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00666,"oneplus tv 32y1 32 inch hd smart RjR9djHUmS medium","OnePlus","tv 32y1  hd smart RjR9djHUmS medium","TVs",19999,KES,VERIFIED,EXACT_MODEL_PRICE,"Avechi Kenya / PhonePlace","https://avechi.co.ke/oneplus-tv-32y1/",2026-08-20,HIGH,"OnePlus TV 32Y1 32-inch HD Smart Android TV"
IMG-PROD-00667,"oneplus tv 55u1 55 inch 4k smart qXDajuDB6l medium","OnePlus","tv 55u1  4k smart qXDajuDB6l medium","TVs",56999,KES,VERIFIED,EXACT_MODEL_PRICE,"Avechi Kenya","https://avechi.co.ke/oneplus-tv-55u1/",2026-08-20,HIGH,"OnePlus TV 55U1 55-inch 4K Smart Android TV"
IMG-PROD-00668,"ONEPLUSTV43Y1KENYA medium","OnePlus","TV43Y1KENYA medium","TVs",32999,KES,VERIFIED,EXACT_MODEL_PRICE,"Avechi Kenya","https://avechi.co.ke/oneplus-tv-43y1/",2026-08-20,HIGH,"OnePlus TV 43Y1 43-inch Full HD Smart Android TV"
IMG-PROD-00669,"samsung 32j4003ak 32 inch hd YDPpikcLmP medium","Samsung","32j4003ak  hd YDPpikcLmP medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00670,"samsung 32n5000ak 32 inch hd 8KzGmVLrd7 medium","Samsung","32n5000ak  hd 8KzGmVLrd7 medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00671,"samsung 40j5200ak 40 inch full hd smart y4o4vAlXrx medium","Samsung","40j5200ak  full hd smart y4o4vAlXrx medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00672,"samsung 40k5000ak 40 inch full hd EF217TREiu medium","Samsung","40k5000ak  full hd EF217TREiu medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00673,"samsung 40t5300 40 inch hd smart ggiOvYE4Iq medium","Samsung","40t5300  hd smart ggiOvYE4Iq medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00674,"Samsung 43CU7000 TV a medium","Samsung","43CU7000 TV a medium","TVs",44995,KES,VERIFIED,EXACT_MODEL_PRICE,"Hotpoint Appliances Kenya","https://hotpoint.co.ke/",2026-08-20,HIGH,"Samsung 43CU7000 43-inch Crystal UHD 4K Smart TV"
IMG-PROD-00675,"Samsung 43CU8000 TV medium","Samsung","43CU8000 TV medium","TVs",49995,KES,VERIFIED,EXACT_MODEL_PRICE,"Hotpoint Appliances Kenya","https://hotpoint.co.ke/",2026-08-20,HIGH,"Samsung 43CU8000 43-inch Crystal UHD 4K Smart TV"
IMG-PROD-00676,"samsung 43t5300 43 inch fhd smart lui76F17pk medium","Samsung","43t5300  fhd smart lui76F17pk medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00677,"samsung 48j5200ak 48 inch full hd smart gZ0mQtwibA medium","Samsung","48j5200ak  full hd smart gZ0mQtwibA medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00678,"Samsung 50CU8000 TV medium","Samsung","50CU8000 TV medium","TVs",59995,KES,VERIFIED,EXACT_MODEL_PRICE,"Hotpoint Appliances Kenya","https://hotpoint.co.ke/",2026-08-20,HIGH,"Samsung 50CU8000 50-inch Crystal UHD 4K Smart TV"
IMG-PROD-00679,"samsung 50ku7000 50 inch curved 4k ultra hd smart OMfuwpcGjS medium","Samsung","50ku7000  curved 4k ultra hd smart OMfuwpcGjS medium","TVs",,KES,UNVERIFIED,UNKNOWN,"","",2026-08-20,UNVERIFIED,"Excluded due to low product identity confidence"
IMG-PROD-00680,"Samsung 55CU7000 TV medium","Samsung","55CU7000 TV medium","TVs",64995,KES,VERIFIED,EXACT_MODEL_PRICE,"Hotpoint Appliances Kenya","https://hotpoint.co.ke/",2026-08-20,HIGH,"Samsung 55CU7000 55-inch Crystal UHD 4K Smart TV"
